index,apartment_type,metro_station,minutes_to_metro,region,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation,price
23519,Secondary,Волоколамская,18,Moscow,3,128.13,68.8,21.9,4,17,Designer,45545214.0
23520,Secondary,Угрешская,8,Moscow,1,33.09,25.5,10.3,8,14,European-style renovation,9342815.0
23521,Secondary,Фили,16,Moscow,6,283.53,248.8,19.9,4,21,Designer,86665180.0
23522,New building,Каширская,6,Moscow,1,20.96,12.4,10.3,10,14,Cosmetic,8579871.0
23523,New building,Братиславская,9,Moscow,1,36.91,25.1,8.0,4,14,Cosmetic,6909141.0
23524,New building,Котельники,13,Moscow region,3,29.27,10.9,19.4,20,14,Cosmetic,6339857.0
23525,Secondary,Новокузнецкая,19,Moscow,0,39.1,28.9,8.5,1,20,European-style renovation,14826786.0
23526,Secondary,Новодачная,18,Moscow,3,40.61,23.5,10.0,1,4,Designer,18512177.0
23527,Secondary,Алма-Атинская,5,Moscow region,0,35.96,23.5,8.5,1,3,European-style renovation,7293675.0
23528,Secondary,Красносельская,10,Moscow,1,27.91,16.7,10.2,4,22,Cosmetic,16422526.0
23529,Secondary,Улица Старокачаловская,3,Moscow region,2,69.24,46.2,12.6,6,28,Without renovation,15032986.0
23530,New building,Красногвардейская,13,Moscow region,0,32.03,19.3,9.7,14,20,Cosmetic,3637395.0
23531,New building,Красногвардейская,6,Moscow region,2,40.11,26.0,18.6,22,9,Cosmetic,3963132.0
23532,Secondary,Кожуховская,6,Moscow,1,26.3,16.4,8.2,8,9,Without renovation,11954727.0
23533,Secondary,Площадь Гагарина,5,Moscow,4,86.34,44.4,21.6,21,20,Designer,47297882.0
23534,New building,Братиславская,9,Moscow,2,35.08,20.8,9.7,11,14,Cosmetic,10260878.0
23535,Secondary,Нагатинская,6,Moscow,1,29.52,15.6,8.7,6,9,Designer,8478547.0
23536,New building,Битца,12,Moscow region,2,103.95,12.7,20.2,18,16,Cosmetic,12000987.0
23537,New building,Битца,16,Moscow region,3,92.83,41.4,19.3,10,14,Cosmetic,11971790.0
23538,Secondary,Селигерская,9,Moscow,0,18.9,10.2,8.4,6,9,Without renovation,5998227.0
23539,Secondary,Ботанический сад,18,Moscow,0,20.28,11.7,8.7,23,10,Designer,9881143.0
23540,Secondary,Ломоносовский проспект,12,Moscow,5,211.61,81.9,45.9,3,10,European-style renovation,217971154.0
23541,New building,Зябликово,12,Moscow region,1,36.99,17.3,11.2,20,16,Cosmetic,4809684.0
23542,New building,Братиславская,12,Moscow,1,58.15,23.7,10.3,13,14,Cosmetic,6936962.0
23543,Secondary,Измайловская,19,Moscow,0,63.12,16.5,8.2,1,9,European-style renovation,17127989.0
23544,New building,Красногвардейская,5,Moscow region,4,32.08,10.9,9.8,6,20,Cosmetic,6098470.0
23545,Secondary,Давыдково,19,Moscow,5,266.77,153.7,28.0,1,9,European-style renovation,282760683.0
23546,Secondary,ЗИЛ,13,Moscow,0,22.24,13.7,7.1,3,9,Cosmetic,5206940.0
23547,Secondary,Новокузнецкая,19,Moscow,1,32.61,15.3,8.5,14,10,Cosmetic,9863028.0
23548,Secondary,Хорошёво,6,Moscow,5,336.25,70.0,36.4,4,11,European-style renovation,339359019.0
23549,Secondary,Юго-Западная,15,Moscow,1,96.69,47.1,11.8,1,24,European-style renovation,21158491.0
23550,Secondary,Нагатинская,16,Moscow,3,28.15,10.3,8.7,2,9,Designer,9156014.0
23551,Secondary,Нахабино,18,Moscow,0,25.3,17.0,6.1,1,9,European-style renovation,5027411.0
23552,New building,Зябликово,13,Moscow region,1,61.41,35.8,11.7,15,16,Cosmetic,7249433.0
23553,Secondary,Пятницкое шоссе,8,Moscow,6,84.1,43.8,23.1,31,24,Designer,25939458.0
23554,New building,Котельники,12,Moscow region,1,37.28,28.3,3.5,6,20,Cosmetic,6309400.0
23555,Secondary,Тверская,6,Moscow,5,342.47,145.3,23.2,2,11,European-style renovation,327391070.0
23556,Secondary,Орехово,16,Moscow region,0,25.38,8.6,8.8,1,9,Cosmetic,5016961.0
23557,New building,Пенягино,13,Moscow region,4,156.08,82.9,26.1,2,11,Cosmetic,13111833.0
23558,Secondary,Дубровка,24,Moscow,2,74.71,41.6,20.1,1,9,Designer,24488225.0
23559,New building,Красногорская,13,Moscow region,2,60.89,46.7,20.0,5,22,Cosmetic,6313159.0
23560,New building,Братиславская,13,Moscow,2,42.69,19.6,11.9,11,20,Cosmetic,10112036.0
23561,Secondary,Трикотажная,18,Moscow,3,58.95,33.3,19.9,18,11,European-style renovation,30301103.0
23562,New building,Жулебино,6,Moscow region,1,21.05,10.8,10.0,21,17,Cosmetic,3051130.0
23563,Secondary,Кузьминки,18,Moscow,4,103.07,64.6,12.1,6,35,European-style renovation,28772038.0
23564,Secondary,Нагорная,20,Moscow,1,22.57,13.3,10.2,2,15,Without renovation,6854842.0
23565,New building,Красногвардейская,12,Moscow region,2,30.12,12.2,11.6,10,20,Cosmetic,2661787.0
23566,Secondary,Аминьевская,13,Moscow,6,172.71,73.1,28.0,2,6,European-style renovation,49887635.0
23567,New building,Красногвардейская,19,Moscow region,1,20.38,9.4,8.1,19,20,Cosmetic,5627540.0
23568,New building,Котельники,13,Moscow region,1,44.93,19.5,18.6,10,16,Cosmetic,6465236.0
23569,New building,Братиславская,4,Moscow,2,30.98,13.5,10.2,3,14,Cosmetic,8075933.0
23570,Secondary,Некрасовка,13,Moscow,1,140.37,80.6,14.1,1,25,Without renovation,24705652.0
23571,Secondary,Зюзино,10,Moscow,2,69.86,16.2,20.8,1,22,Without renovation,30897668.0
23572,Secondary,Щёлковская,12,Moscow,1,60.88,31.6,20.3,8,23,Cosmetic,21939367.0
23573,New building,Зябликово,9,Moscow region,2,42.5,12.5,8.2,9,16,Cosmetic,9108736.0
23574,Secondary,Аминьевская,8,Moscow,0,20.78,11.2,4.3,2,28,Cosmetic,9634833.0
23575,New building,Депо,13,Moscow,1,25.03,13.0,8.0,11,4,Cosmetic,7666942.0
23576,Secondary,Аминьевская,8,Moscow,1,96.27,13.8,12.1,10,20,European-style renovation,49562095.0
23577,Secondary,Жулебино,30,Moscow region,1,27.4,9.7,8.6,11,14,Without renovation,4298164.0
23578,Secondary,Пражская,18,Moscow,4,93.21,51.9,15.6,18,33,European-style renovation,31916515.0
23579,New building,Красногвардейская,16,Moscow region,1,18.63,8.8,8.4,20,20,Cosmetic,4945672.0
23580,Secondary,Фили,9,Moscow,2,23.08,12.6,6.2,3,8,European-style renovation,10239207.0
23581,Secondary,Беговая,3,Moscow,4,47.31,14.3,28.2,1,6,European-style renovation,34743265.0
23582,Secondary,Красногвардейская,19,Moscow region,1,25.04,16.7,9.0,10,15,Designer,6019196.0
23583,Secondary,Красные ворота,5,Moscow,0,18.62,11.0,6.1,2,5,European-style renovation,9164236.0
23584,Secondary,Братиславская,9,Moscow,3,75.36,44.4,18.0,3,9,Designer,21014147.0
23585,Secondary,Черкизовская,4,Moscow,2,41.36,31.9,18.3,2,21,Cosmetic,15111855.0
23586,New building,Котельники,12,Moscow region,1,24.74,9.8,7.8,8,14,Cosmetic,2989277.0
23587,Secondary,Верхние котлы,19,Moscow,1,39.16,21.1,11.4,5,20,European-style renovation,11042053.0
23588,New building,Жулебино,13,Moscow region,1,36.52,12.2,7.8,7,20,Cosmetic,5569774.0
23589,New building,Красногвардейская,13,Moscow region,4,51.34,24.4,6.0,9,14,Cosmetic,7173692.0
23590,Secondary,Дегунино,19,Moscow,1,25.53,22.1,7.9,20,11,European-style renovation,10961668.0
23591,Secondary,Петровский парк,9,Moscow,1,25.66,13.0,19.0,9,10,Designer,13965127.0
23592,Secondary,Домодедовская,24,Moscow,0,20.24,12.2,8.6,1,9,Designer,3098765.0
23593,Secondary,Измайловская,18,Moscow,6,84.95,49.2,19.1,2,8,European-style renovation,15655427.0
23594,Secondary,Бауманская,9,Moscow,0,20.39,11.3,8.0,6,21,European-style renovation,7617504.0
23595,Secondary,Жулебино,12,Moscow region,4,55.54,29.7,5.2,7,14,Without renovation,5777827.0
23596,Secondary,Люблино,10,Moscow,0,14.83,11.7,5.2,19,8,European-style renovation,5002783.0
23597,Secondary,Аминьевская,5,Moscow,0,16.83,9.1,8.5,1,10,European-style renovation,6317987.0
23598,Secondary,Дубровка,4,Moscow,3,48.73,26.0,22.0,1,29,Designer,28156320.0
23599,Secondary,Шелепиха,16,Moscow,5,255.81,81.0,29.1,2,57,European-style renovation,130671156.0
23600,Secondary,Ломоносовский проспект,13,Moscow,4,183.64,64.7,19.4,4,21,European-style renovation,129586648.0
23601,New building,Красногвардейская,13,Moscow region,2,25.7,14.0,5.8,2,20,Cosmetic,2865350.0
23602,Secondary,Чистые пруды,19,Moscow,1,29.11,12.2,6.1,21,8,Designer,16947843.0
23603,New building,Каширская,12,Moscow,3,117.02,54.1,21.7,15,16,Cosmetic,26445844.0
23604,Secondary,Каховская,20,Moscow,2,52.85,42.4,14.0,1,22,European-style renovation,13481942.0
23605,Secondary,Таганская,19,Moscow,1,23.12,14.3,9.7,5,22,Without renovation,16226615.0
23606,Secondary,Хорошево,9,Moscow,0,19.55,15.0,26.8,10,41,European-style renovation,17396654.0
23607,Secondary,Опалиха,24,Moscow region,1,38.26,30.6,20.1,24,9,Designer,15307634.0
23608,New building,Каширская,12,Moscow,1,156.88,86.2,14.7,4,23,Cosmetic,18157816.0
23609,Secondary,Аннино,18,Moscow region,2,63.45,24.9,9.3,1,22,Without renovation,15558128.0
23610,Secondary,Чеховская,5,Moscow,1,85.07,62.4,10.4,4,9,Without renovation,28649999.0
23611,Secondary,Серпуховская,5,Moscow,4,105.07,69.9,21.7,12,21,Without renovation,43390237.0
23612,Secondary,Марьина Роща,14,Moscow,1,92.7,62.2,10.3,15,23,Without renovation,40552625.0
23613,Secondary,Зорге,12,Moscow,3,101.17,43.2,10.3,1,20,Cosmetic,33174490.0
23614,Secondary,Академическая,13,Moscow,6,179.84,73.4,25.9,1,12,European-style renovation,54609969.0
23615,Secondary,Савёловская,18,Moscow,2,68.79,44.3,11.9,7,11,European-style renovation,27869198.0
23616,Secondary,Отрадное,19,Moscow,0,24.99,20.3,8.7,1,16,European-style renovation,9237823.0
23617,Secondary,Нижегородская,16,Moscow,0,19.74,11.2,5.8,1,4,Cosmetic,3630300.0
23618,Secondary,Спортивная,6,Moscow,4,164.85,93.7,28.5,1,11,European-style renovation,115336879.0
23619,Secondary,Варшавская,13,Moscow,1,15.68,6.7,6.1,2,10,European-style renovation,5865443.0
23620,New building,Прокшино,13,Moscow,3,83.45,45.6,25.0,14,10,Cosmetic,13395119.0
23621,New building,Братиславская,19,Moscow,4,74.93,48.4,8.9,9,14,Cosmetic,18841462.0
23622,Secondary,Маяковская,20,Moscow,3,50.92,29.2,5.6,22,9,Without renovation,13213345.0
23623,Secondary,Народное Ополчение,19,Moscow,1,63.17,45.9,21.2,18,22,European-style renovation,29763005.0
23624,Secondary,Аэропорт,12,Moscow,5,125.37,74.0,25.1,2,11,European-style renovation,53727015.0
23625,Secondary,Мичуринский проспект,6,Moscow,2,65.08,27.0,11.5,2,14,European-style renovation,21308191.0
23626,Secondary,ЗИЛ,13,Moscow,1,22.84,13.1,4.6,15,14,Without renovation,12946322.0
23627,Secondary,Люблино,12,Moscow,1,57.57,30.3,18.6,8,14,Cosmetic,19826165.0
23628,Secondary,Авиамоторная,13,Moscow,4,141.52,66.2,10.1,8,24,Without renovation,55646976.0
23629,Secondary,Аминьевская,4,Moscow,6,178.39,121.3,25.3,4,10,European-style renovation,94131081.0
23630,New building,Красногвардейская,30,Moscow region,2,65.72,39.8,4.6,8,16,Cosmetic,5705212.0
23631,Secondary,Красногвардейская,8,Moscow region,0,24.46,13.3,5.8,3,10,European-style renovation,4846504.0
23632,Secondary,Бунинская Аллея,12,Moscow,5,197.12,28.8,19.4,2,5,European-style renovation,29432817.0
23633,New building,Котельники,12,Moscow region,1,23.47,9.8,11.1,11,20,Cosmetic,4569892.0
23634,Secondary,Ботанический сад,8,Moscow,0,19.05,9.1,10.0,20,5,European-style renovation,4057854.0
23635,Secondary,Авиамоторная,9,Moscow,2,32.17,13.1,8.7,15,16,Designer,15837677.0
23636,Secondary,Фили,16,Moscow,3,30.4,12.8,8.6,9,9,Without renovation,16593138.0
23637,Secondary,Измайловская,16,Moscow,0,13.46,9.9,20.7,3,42,European-style renovation,4157479.0
23638,New building,Коммунарка,13,Moscow,2,57.72,36.1,5.5,21,9,Cosmetic,12716680.0
23639,Secondary,Бабушкинская,6,Moscow,1,73.23,47.8,20.2,19,16,European-style renovation,28335451.0
23640,Secondary,Нагатинская,13,Moscow,3,126.96,43.7,20.5,3,5,Designer,96556172.0
23641,Secondary,Текстильщики,7,Moscow,1,32.6,13.4,8.6,11,22,Without renovation,13676096.0
23642,Secondary,Улица 1905 года,4,Moscow,5,201.45,69.0,28.2,1,10,European-style renovation,152739531.0
23643,Secondary,Давыдково,16,Moscow,3,106.72,47.1,20.7,12,24,Designer,68831381.0
23644,Secondary,Хорошево,6,Moscow,5,344.52,237.7,22.9,1,5,European-style renovation,135061597.0
23645,Secondary,Прокшино,12,Moscow,0,23.37,14.9,4.4,12,22,Designer,12898667.0
23646,Secondary,Улица 1905 года,8,Moscow,4,88.24,52.3,19.4,16,21,European-style renovation,57733102.0
23647,Secondary,Депо,19,Moscow,0,26.23,13.8,19.2,1,10,Designer,6602619.0
23648,Secondary,Выставочная,5,Moscow,3,86.89,44.7,31.2,3,31,Designer,80826504.0
23649,New building,Варшавская,13,Moscow,2,28.11,14.7,18.6,15,9,Cosmetic,7537946.0
23650,Secondary,Автозаводская,8,Moscow,4,24.69,13.9,8.5,9,23,European-style renovation,9933417.0
23651,Secondary,Кунцевская,14,Moscow,2,41.71,22.9,10.1,8,22,Without renovation,22329206.0
23652,Secondary,Жулебино,19,Moscow region,1,38.62,27.1,11.6,31,5,Designer,9534822.0
23653,New building,Красногвардейская,19,Moscow region,2,28.68,14.0,11.7,20,14,Cosmetic,4522853.0
23654,Secondary,Аэропорт,12,Moscow,1,38.74,28.7,7.8,8,9,Without renovation,9870041.0
23655,Secondary,Чертановская,8,Moscow,4,52.15,22.2,18.1,1,21,European-style renovation,12403001.0
23656,Secondary,Братиславская,3,Moscow,2,64.94,42.4,9.2,1,21,Cosmetic,13544486.0
23657,New building,Депо,26,Moscow,2,69.08,31.7,20.2,5,4,Cosmetic,15509604.0
23658,New building,Сходненская,4,Moscow,2,35.97,9.8,12.2,20,20,Cosmetic,12292389.0
23659,Secondary,Маяковская,4,Moscow,2,74.46,23.5,14.2,18,24,Without renovation,25649759.0
23660,New building,Котельники,12,Moscow region,2,22.13,8.8,2.8,10,20,Cosmetic,6142944.0
23661,Secondary,Молодёжная,13,Moscow,4,126.26,65.1,21.3,9,22,Without renovation,33132566.0
23662,Secondary,Новослободская,5,Moscow,4,117.7,66.7,20.4,16,37,Without renovation,55940367.0
23663,New building,Парк Победы,12,Moscow,4,91.03,56.3,20.1,1,10,Cosmetic,32119765.0
23664,Secondary,Черкизовская,10,Moscow,1,45.14,32.5,12.1,8,22,Designer,20755133.0
23665,Secondary,Братиславская,18,Moscow,3,72.22,45.6,20.1,20,25,European-style renovation,23955375.0
23666,Secondary,Нагорная,11,Moscow,4,134.72,74.8,10.3,1,15,Designer,77923309.0
23667,Secondary,Борисово,4,Moscow,3,65.78,25.9,20.1,1,6,European-style renovation,27548812.0
23668,Secondary,Добрынинская,19,Moscow,1,52.21,41.8,9.3,19,15,Cosmetic,10007376.0
23669,Secondary,Сухаревская,28,Moscow,4,86.14,45.5,21.1,3,17,Designer,19681750.0
23670,New building,Братиславская,13,Moscow,2,28.1,11.5,10.0,14,27,Cosmetic,9352943.0
23671,New building,Бауманская,12,Moscow,4,90.62,49.7,19.1,9,48,Designer,32869091.0
23672,Secondary,Красногвардейская,16,Moscow region,2,19.01,15.4,8.6,1,20,European-style renovation,4108754.0
23673,Secondary,Щербинка,9,Moscow,4,104.8,66.3,4.4,5,39,European-style renovation,27836068.0
23674,Secondary,Коммунарка,13,Moscow,0,63.78,51.6,18.5,1,6,Cosmetic,17957316.0
23675,New building,Депо,13,Moscow,2,99.52,83.0,8.1,2,14,Cosmetic,10965932.0
23676,Secondary,Бутово,9,Moscow region,2,49.96,26.3,8.9,14,10,Designer,5501917.0
23677,New building,Битца,13,Moscow region,1,27.38,10.3,3.7,14,20,Cosmetic,3865271.0
23678,New building,Красногвардейская,12,Moscow region,1,35.04,22.9,14.2,12,20,Cosmetic,6353729.0
23679,Secondary,Говорово,6,Moscow,6,141.51,46.0,34.8,1,6,European-style renovation,28480666.0
23680,New building,Красногвардейская,13,Moscow region,2,26.56,11.0,11.2,10,9,Cosmetic,4456172.0
23681,Secondary,Маяковская,19,Moscow,5,179.53,97.6,23.0,2,11,European-style renovation,114547198.0
23682,New building,Аминьевская,13,Moscow,1,74.77,42.8,14.5,10,8,Cosmetic,19267258.0
23683,New building,Братиславская,5,Moscow,3,55.28,13.0,17.8,4,14,Cosmetic,14048944.0
23684,New building,Красногвардейская,14,Moscow region,1,31.9,14.9,8.4,9,20,Cosmetic,5384959.0
23685,Secondary,Молодежная,12,Moscow,4,78.19,45.8,20.9,2,14,Cosmetic,27946425.0
23686,New building,Жулебино,12,Moscow region,1,54.18,21.2,17.2,6,14,Cosmetic,5573440.0
23687,Secondary,Баррикадная,19,Moscow,1,52.36,34.5,8.1,18,24,Cosmetic,26267939.0
23688,Secondary,Славянский бульвар,16,Moscow,4,99.52,72.7,18.3,9,21,Designer,45478594.0
23689,Secondary,Братиславская,12,Moscow,3,43.92,25.2,19.7,2,16,Cosmetic,13979314.0
23690,Secondary,Москва-Товарная,18,Moscow,1,64.53,42.5,9.3,9,20,Without renovation,26380729.0
23691,New building,Панфиловская,5,Moscow,4,79.83,48.9,19.4,12,17,European-style renovation,37744798.0
23692,Secondary,Сетунь,12,Moscow,2,29.53,13.1,19.7,8,14,European-style renovation,11881217.0
23693,New building,Братиславская,12,Moscow,6,63.5,46.6,8.6,3,24,Cosmetic,13398538.0
23694,Secondary,Хорошёво,8,Moscow,1,99.4,62.7,13.5,25,27,Cosmetic,44561412.0
23695,New building,Выхино,5,Moscow,0,37.57,12.3,10.6,6,4,Cosmetic,9721691.0
